Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
220340,2022,12-02-2022,Bridgeport,2370 NORTH AVE UNIT #9A,48690,139999,0.3477,Residential,Condo
220154,2022,08/21/2023,Mansfield,5 PATRIOTS SQ #B6,97800,225500,0.4337,Residential,Condo
22316,2022,08-01-2023,Darien,259 OLD KINGS HIGHWAY SOUTH,569170,1335000,0.4263,Residential,Single Family
22000302,2022,07-06-2023,Cheshire,15 MOUNTAIN EDGE CT,190350,526000,0.3618,Residential,Single Family
22073,2022,12/30/2022,Monroe,388 MAIN STREET,461700,575000,0.8029,Commercial,
220058,2022,11-04-2022,East Hartford,170 CRESCENT DR,101810,65000,1.5663,Residential,Single Family
220482,2022,06/26/2023,Enfield,8 GAMMELLO AVE,119500,240000,0.4979,Residential,Single Family
220191,2022,12-08-2022,Hartford,715 WETHERSFIELD AVE,381360,670000,0.5691,Apartments,
220138,2022,12/21/2022,Groton,0 NOANK LEDYARD RD,699930,800000,0.8749,Vacant Land,
2200010,2022,11-07-2022,Killingworth,27 BOULDER TRAIL,42770,125500,0.3407,Residential,Single Family
2200197,2022,02/23/2023,New Milford,90 ELM ST ECT,146710,180000,0.815,Residential,Single Family
223498,2022,09-01-2023,Newington,683 CHURCHILL DR,104020,254000,0.4095,Residential,Condo
221301,2022,08-03-2023,Fairfield,198 JAMES STREET,703220,1890900,0.3718,Residential,Single Family
220197,2022,12-12-2022,Hartford,238 COLEBROOK ST,65158,190000,0.3429,Residential,Single Family
220017,2022,10/13/2022,New London,19 HAWTHORNE DR #156,92330,219900,0.4198,Residential,Condo
220216,2022,08-03-2023,Colchester,52 FERNWOOD DR,211300,339000,0.6233,Residential,Single Family
22174,2022,06-01-2023,Darien,131 HOLMES AVE,696220,1580000,0.4406,Residential,Single Family
223379,2022,07-03-2023,Newington,69 CULVER ST,132200,1533333,0.0862,Vacant Land,
220669,2022,08/18/2023,Branford,105 FLORENCE RD UNIT 1-A,56000,200000,0.28,Residential,Condo
222487,2022,09/27/2023,Bridgeport,746 MAPLE AVE,307180,660000,0.4654,Apartments,
220270,2022,12/21/2022,Milford,169 CLARK ST,114000,227500,0.501,Residential,Condo
220157,2022,04-03-2023,Killingly,2 R & R PARK,30590,35000,0.874,Residential,Single Family
22031,2022,12/20/2022,Lebanon,COVE RD (105-115),33190,35000,0.9482,Vacant Land,
220661,2022,06/27/2023,Greenwich,19 MEADOW ROAD,1440320,3200000,0.4501,Residential,Single Family
220620,2022,05-08-2023,Milford,18 QUARRY RD,433090,800000,0.5413,Residential,Single Family
220166,2022,12-07-2022,Greenwich,15 HORSESHOE ROAD,991200,1775000,0.5584,Residential,Single Family
220129,2022,12/19/2022,Newington,191 TREMONT ST,167720,320000,0.5241,Residential,Single Family
220290,2022,06/20/2023,New London,119 ASHCRAFT RD,147910,360500,0.4102,Residential,Single Family
220083,2022,03-07-2023,Ellington,SOMERS RD,7360,133333,0.0552,Vacant Land,
220160,2022,03/28/2023,Avon,481 WATERVILLE ROAD,288720,555000,0.5202,Residential,Single Family
22078,2022,09-05-2023,Bethany,15 SCHAFFER RD,460960,915000,0.5037,Residential,Single Family
2200430,2022,09-07-2023,East Haven,55 THOMPSON ST #8E,96950,150000,0.6463,Residential,Condo
220366,2022,03-07-2023,New Haven,290 LENOX ST,171220,340000,0.5035,Residential,Two Family
2222201,2022,08/18/2023,Ansonia,5 HICKORY LA,173530,410000,0.4232,Residential,Single Family
220001,2022,10-03-2022,Coventry,986 MERROW RD,134700,309000,0.4359,Residential,Single Family
220807,2022,08-02-2023,New Haven,324 ALDEN AV,202790,360000,0.5633,Residential,Single Family
22140,2022,04/19/2023,Darien,543 MIDDLESEX RD,1178380,1575000,0.7481,Residential,Single Family
220102,2022,01/26/2023,Brookfield,7 BROOKFIELD MEADOWS,256360,415000,0.6177,Residential,Single Family
220578,2022,05/31/2023,New Haven,161 GLEN HAVEN RD,168070,315000,0.5335,Residential,Single Family
220275,2022,06-07-2023,New London,353 BROAD ST,125930,295000,0.4268,Residential,Three Family
220048,2022,05/16/2023,Durham,127R DUNN HILL RD,182490,365000,0.4999,Residential,Single Family
22112,2022,09-07-2023,Lebanon,26 FIRST ST,105950,250000,0.4238,Residential,Single Family
220759,2022,07/18/2023,Greenwich,RIVER ROAD 0000,5562900,64000,86.9203,Commercial,
220052,2022,12-08-2022,East Hampton,32 QUIET WOODS RD,221200,390000,0.5671,Residential,Single Family
220019,2022,11/28/2022,East Granby,8 TUNBRIDGE ROAD,133400,240000,0.5558,Residential,Single Family
22009,2022,10/27/2022,Haddam,578 LITTLE CITY RD,127600,270000,0.4725,Residential,Single Family
220036,2022,10/21/2022,East Lyme,ROUTE I-95,27790,34000,0.8173,Vacant Land,
220804,2022,08-01-2023,Greenwich,NORTHFIELD STREET 0078 UN1,355110,900000,0.3945,Residential,Condo
2200205,2022,06/16/2023,Bloomfield,134 WADHAMS RD,155610,400000,0.389,Residential,Single Family
220266,2022,01-06-2023,Hamden,29 GREENES RIDGE RD,153510,379900,0.404,Residential,Single Family
220171,2022,04/24/2023,Madison,4 TOFFEE LN,462200,1406000,0.3287,Residential,Single Family
220075,2022,03/21/2023,Brooklyn,6 COMMON WAY DR,187200,335000,0.5588,Residential,Condo
220038,2022,11/15/2022,Ellington,3 DAVID DR,171060,362000,0.4725,Residential,Single Family
2200312,2022,06/20/2023,East Haven,28 ROBBY LN,311290,475000,0.6553,Residential,Single Family
220027,2022,10/17/2022,Newington,53 STERLING DR,189040,345000,0.5479,Residential,Condo
220307,2022,01/27/2023,Hamden,35 CHATTERTON WOODS,310100,562000,0.5517,Residential,Single Family
220197,2022,02/17/2023,Newington,765 WILLARD AVE,260730,300000,0.8691,Residential,Single Family
22181,2022,06-05-2023,Darien,395 WEST AVE,609910,950000,0.642,Residential,Single Family
220340,2022,09/18/2023,Litchfield,42 TANNERY BROOK RD,78060,195000,0.4003,Residential,Single Family
220203,2022,05/26/2023,Killingly,427 BAILEY HILL RD,114520,230000,0.4979,Residential,Single Family
22000059,2022,11-10-2022,Cheshire,ANDREA CT,760,1500000,0.0005,Vacant Land,
220274,2022,07/24/2023,Avon,11 HAMMERSMITH,277910,500000,0.5558,Residential,Single Family
220803,2022,08-01-2023,Greenwich,2 PUTNAM HILL 1H,68646970,995000,68.9919,Residential,Condo
220076,2022,11-08-2022,Enfield,9 STARR LA,131400,262000,0.5015,Residential,Single Family
220122,2022,06/29/2023,Brooklyn,273 WOODWARD RD,54800,85000,0.6447,Residential,Single Family
210272,2021,06-09-2022,Tolland,61 BROOKMOOR RD,187200,627500,0.2983,Residential,Single Family
2001250,2020,03/25/2021,Stamford,28 VERNON PLACE,403190,810000,0.4977,Residential,Three Family
222057,2022,09-05-2023,Manchester,20 THOMPSON ROAD UNIT 8A,46100,139000,0.3316,Residential,Condo
220580,2022,05/15/2023,Hamden,168 MORSE ST,93100,230000,0.4047,Residential,Single Family
2200310,2022,06/20/2023,East Haven,173 RUSSO AVE #704,91490,177000,0.5168,Residential,Condo
2200153,2022,04-05-2023,Bloomfield,25 ELIZABETH AVE,129150,90000,1.435,Residential,Single Family
220799,2022,03/14/2023,Bridgeport,356 BEECHMONT AVE,124645,162000,0.7694,Residential,Single Family
221004,2022,04/27/2023,Bridgeport,209 GRANDVIEW AVE,145710,355000,0.4104,Residential,Single Family
220334,2022,09-05-2023,Avon,66 COUNTRY CLUB ROAD,200400,380000,0.5273,Residential,Single Family
222278,2022,08-09-2023,Bridgeport,60 DOREEN DR,151780,240000,0.6324,Residential,Single Family
22028,2022,10/25/2022,Montville,230 MAPLE AVE UNIT B,87710,16500,5.3157,Residential,Single Family
220223,2022,01-06-2023,Greenwich,1375 KING STREET,1190280,1189900,1.0003,Residential,Single Family
22007,2022,10/20/2022,Barkhamsted,21 AQUATIC RD,154970,430000,0.3604,Residential,Single Family
22010,2022,11-07-2022,Canterbury,102 TRACY RD,124800,187392,0.6659,Residential,Single Family
220249,2022,03/28/2023,Groton,368-370 POQUONNOCK RD,169540,285000,0.5948,Residential,Two Family
220638,2022,06/15/2023,New Haven,163 HOWARD AV,130550,68000,1.9198,Residential,Two Family
220037,2022,04-03-2023,Durham,79 STAGE COACH RD - UNIT 5,148610,325000,0.4572,Residential,Condo
2200563,2022,08/22/2023,East Hartford,142 WAKEFIELD CIR,59120,131000,0.4512,Residential,Condo
221203,2022,07-07-2023,Fairfield,65 GORHAM ROAD,367430,2055000,0.1787,Residential,Single Family
222375,2022,09-05-2023,Bridgeport,355 BIRMINGHAM ST,160470,260000,0.6171,Residential,Single Family
2200329,2022,07-03-2023,East Haven,595 LAUREL ST,126350,285000,0.4433,Residential,Single Family
220008,2022,10-03-2022,Meriden,22 MORGAN ST,129150,279300,0.4624,Residential,Single Family
220299,2022,09-05-2023,Ledyard,10 OAKWOOD DR,127960,380000,0.3367,Residential,Single Family
220111,2022,04/24/2023,Ellington,83 MAPLE ST,178310,300000,0.5943,Residential,Single Family
220148,2022,04-06-2023,Ledyard,7 MULL BERRY DR,262921,500000,0.5258,Residential,Single Family
220020,2022,02/27/2023,Kent,46A CAMPS RD,304500,25000,12.18,Residential,Single Family
220069,2022,11/30/2022,East Lyme,31 SHORE R,400820,937500,0.4275,Residential,Single Family
220108,2022,12-02-2022,Groton,13B MAXSON RD,206570,290000,0.7123,Residential,Single Family
220021,2022,12-09-2022,Lisbon,10 BARBER FARM RD,323400,505000,0.6403,Residential,Single Family
220029,2022,10/17/2022,Enfield,39 FRANKLIN ST,151500,315500,0.4802,Residential,Single Family
220236,2022,06/29/2023,Killingly,867 UPPER MAPLE ST,326670,600000,0.5444,Residential,Single Family
220313,2022,11/18/2022,Branford,113 D FLORENCE RD,92600,235000,0.394,Residential,Condo
220480,2022,04/25/2023,New Haven,17 ADELINE ST,82040,188000,0.4363,Residential,Two Family
220015,2022,11-09-2022,Bethany,28 MILLER RD,267980,615000,0.4357,Residential,Single Family
220691,2022,02/23/2023,Bridgeport,761 GARFIELD AVE,74450,255000,0.2919,Residential,Condo
221054,2022,05/17/2023,Fairfield,492 RUANE STREET,934080,1620000,0.5765,Residential,Single Family
2001286,2020,03/30/2021,Stamford,1156 STILLWATER ROAD,438860,652000,0.673,Residential,Single Family
220823,2022,08-09-2023,Meriden,70 SCHWINK DR,220570,370000,0.5961,Residential,Single Family
220766,2022,07-06-2023,Hartford,61-63 CHADWICK AVE,85261,325000,0.2623,Residential,Three Family
220053,2022,11-01-2022,East Hartford,27 BLINN ST,162600,160000,1.0162,Residential,Three Family
220660,2022,06/21/2023,New Haven,550 WINCHESTER AV,129430,275000,0.4706,Residential,Two Family
220100,2022,06-12-2023,Essex,25 ESSEX HILLS DR,367800,750000,0.4904,Residential,Single Family
220317,2022,01/17/2023,Milford,46 SPINDRIFT LN,279060,490000,0.5695,Residential,Single Family
220931,2022,09-11-2023,New Haven,82 MORRIS ST,131950,120000,1.0995,Residential,Two Family
220878,2022,08-10-2023,Hamden,101 EARL AVE,219240,320000,0.6851,Residential,Single Family
2200098,2022,12/20/2022,East Haven,54 HOBSON ST,205450,425000,0.4834,Residential,Single Family
220253,2022,07-11-2023,Killingly,58 ATHOL ST,55350,175000,0.3162,Residential,Condo
220598,2022,01/31/2023,Bridgeport,2660 NORTH AVE UNIT #102,71760,70000,1.0251,Residential,Condo
2200362,2022,07/27/2023,East Haven,266A COSEY BEACH AVE,154140,410000,0.3759,Residential,Single Family
22289,2022,09-05-2023,Darien,40 TULIP TREE LANE,941850,2350000,0.4007,Residential,Single Family
22039,2022,12/19/2022,Haddam,14 CHRISTIAN HILL RD,165720,330000,0.5021,Residential,Single Family
222241,2022,08-01-2023,Bridgeport,135 CLEVELAND AVE #137,155360,365000,0.4256,Residential,Two Family
220825,2022,08-10-2023,Meriden,10 WEBB ST,27090,9000,3.01,Vacant Land,
220077,2022,11/14/2022,Newington,18 MULBERRY CT,186240,290000,0.6422,Residential,Condo
2200359,2022,07/24/2023,East Haven,560 SILVER SANDS RD #2002,175980,340000,0.5175,Residential,Condo
220516,2022,04/28/2023,Branford,80 ORCHARD HEIGHTS,94100,223000,0.4219,Residential,Condo
220124,2022,04/24/2023,Clinton,84 FAIRY DELL RD,200664,390000,0.5145,Residential,Single Family
22068,2022,06-06-2023,Lebanon,63 BEECH RD,92510,215000,0.4302,Residential,Single Family
22030,2022,03/31/2023,Bolton,69 COUNTRY CLUB RD,272500,485000,0.5618,Residential,Single Family
221884,2022,06/21/2023,Manchester,180 DEER RUN TRAIL,121600,155000,0.7845,Residential,Single Family
2222146,2022,05-10-2023,Ansonia,16 BRUNS RD,172270,280000,0.6152,Residential,Single Family
220585,2022,01/30/2023,Bridgeport,443 WILLOW ST #445,203890,215000,0.9483,Residential,Three Family
220313,2022,05-09-2023,Groton,67 DEERFIELD RIDGE DR,261660,420000,0.623,Residential,Single Family
220207,2022,08/29/2023,Clinton,12 NOD RD,202800,305000,0.6649,Residential,Single Family
220138,2022,08-01-2023,Mansfield,16 WESTGATE,176500,395000,0.4468,Residential,Single Family
221106,2022,06-06-2023,Fairfield,149 LARKSPUR ROAD,391230,720000,0.5433,Residential,Single Family
22030,2022,12-05-2022,Middlebury,165 BIOSKI RD,286600,420000,0.6823,Residential,Single Family
2200169,2022,01-09-2023,East Hartford,22 VINCENT COURT,139130,239000,0.5821,Residential,Condo
220224,2022,08-01-2023,East Hampton,36 SALMON RUN,52790,118750,0.4445,Vacant Land,
220112,2022,01/13/2023,New London,41 ACORN CT,88550,240000,0.369,Residential,Single Family
220699,2022,07-03-2023,Greenwich,2 GRANT AVENUE,1116220,4300000,0.2595,Residential,Single Family
220328,2022,09/26/2023,Killingly,20 LITCHFIELD AV,93450,280000,0.3337,Residential,Two Family
220114,2022,02-06-2023,Killingly,387 PUTNAM PIKE,126070,147000,0.8576,Residential,Two Family
22146,2022,03-06-2023,North Haven,11 LOUIS ST,106810,272500,0.3919,Residential,Two Family
220015,2022,10-11-2022,Groton,44 & 46 MARDIE LN,17360,34000,0.5106,Residential,Condo
220348,2022,06-01-2023,Groton,75 A ST,41580,91000,0.4569,Residential,Single Family
220120,2022,10/20/2022,Bridgeport,3250 FAIRFIELD AVE UNIT#104,113720,264000,0.4308,Residential,Condo
220706,2022,06/23/2023,Hamden,24-26 WASHINGTON AVE,163870,192000,0.8534,Residential,Two Family
220445,2022,03-10-2023,Hartford,21 POMFRET ST,57477,175000,0.3284,Residential,Single Family
220667,2022,05/23/2023,Milford,35 ROCK RD,340730,495500,0.6876,Residential,Single Family
221360,2022,08/22/2023,Fairfield,927 SOUTH PINE CREEK ROAD,412720,935000,0.4414,Residential,Single Family
2200013,2022,10-12-2022,East Haven,140 THOMPSON ST #25G,100800,175000,0.576,Residential,Condo
220151,2022,06/15/2023,Clinton,78 FOUNDERS RD,70600,185000,0.3816,Residential,Condo
220195,2022,12-02-2022,Milford,118 BOTFORD AVE,210430,310000,0.6788,Residential,Single Family
220281,2022,01/13/2023,Hamden,57 SMITH DR,132930,195195,0.681,Residential,Single Family
22139,2022,08/16/2023,Burlington,59 SAW MILL RD; 65 SAW MILL RD,390,225000,0.0017,Vacant Land,
2200444,2022,06/19/2023,East Hartford,68 MOHAWK DR,133040,307500,0.4326,Residential,Single Family
220121,2022,02/13/2023,Madison,20 MARTLESHAMHEATH LN,276700,575000,0.4812,Residential,Single Family
220114,2022,11/18/2022,Greenwich,21 SPRING HOUSE ROAD,878990,1000000,0.8789,Residential,Single Family
220198,2022,07-06-2023,East Hampton,209 EAST HIGH ST,74110,32000,2.3159,Vacant Land,
2200608,2022,09-12-2023,East Hartford,455-457 TOLLAND ST,156300,215000,0.7269,Residential,Two Family
220151,2022,08/17/2023,Canton,73 TORRINGTON AVENUE,123980,295000,0.4203,Residential,Single Family
2200180,2022,01/18/2023,Naugatuck,18 BRIDGE ST #3E,69720,112000,0.6225,Residential,Condo
220277,2022,07/26/2023,East Windsor,11D RIVERVIEW DR,25740,215000,0.1197,Residential,Condo
220307,2022,08/17/2023,New Canaan,128 DUNNING RD,1723540,3705000,0.4651,Residential,Single Family
220054,2022,11-07-2022,East Lyme,30 VILLAGE XING,212170,437000,0.4855,Residential,Condo
2200251,2022,02/23/2023,East Hartford,8 DANIEL ST,116180,245000,0.4742,Residential,Single Family
221137,2022,06/20/2023,Fairfield,85 WARNER HILL ROAD,1225000,1600000,0.7656,Residential,Single Family
220130,2022,11/21/2022,Hamden,82 CHURCH ST,186550,420000,0.4441,Residential,Three Family
2200485,2022,07/14/2023,East Hartford,1010 BURNSIDE AVE,87150,88000,0.9903,Commercial,
2200496,2022,08/30/2023,Naugatuck,12 FLANDERS RD,193340,370000,0.5225,Residential,Single Family
220026,2022,10/24/2022,New London,8 ROSEWAY ST,122220,218000,0.5606,Residential,Single Family
221345,2022,08/17/2023,Fairfield,110 JUDSON ROAD,474600,925000,0.513,Residential,Single Family
220137,2022,05/23/2023,Coventry,32 LESLIE LN,206500,395000,0.5227,Residential,Single Family
223352,2022,06/21/2023,Newington,190 ASHLAND AVE,126740,325000,0.3899,Residential,Single Family
220055,2022,05/15/2023,Canterbury,0 KINNE RD,500,5100,0.098,Vacant Land,
220056,2022,11/23/2022,New London,41 SHERMAN ST,119630,269900,0.4432,Residential,Single Family
220030,2022,05-08-2023,Cornwall,34 FURNACE BROOK RD,191800,325000,0.5901,Residential,Single Family
220269,2022,01/19/2023,New Haven,45 HAVEN ST,168840,250000,0.6753,Residential,Three Family
220641,2022,06-02-2023,Hamden,36 AUGUR ST,186760,495000,0.3772,Residential,Two Family
220150,2022,12/29/2022,Newington,81 REVERE DR,197350,420000,0.4698,Residential,Single Family
220069,2022,12-05-2022,Avon,10 MYSTIC COURT,165200,330000,0.5006,Residential,Condo
220645,2022,05-11-2023,Hartford,180 FAIRFIELD AVE,93015,327000,0.2844,Residential,Two Family
220054,2022,03/20/2023,New Hartford,220 MAIN STREET #10B,58170,126000,0.4616,Residential,Condo
220739,2022,07-03-2023,Hamden,175 ARCH ST,110320,185000,0.5963,Residential,Single Family
220727,2022,06/14/2023,Milford,20 MYERS LN,268270,427500,0.6275,Residential,Single Family
220129,2022,03-01-2023,Killingly,301 PUTNAM PIKE,146720,329000,0.4459,Residential,Single Family
220085,2022,11-03-2022,Hamden,130 GRANDVIEW AVE,158340,310000,0.5107,Residential,Single Family
220394,2022,02/16/2023,Hartford,275 PEARL ST,1053080,360000,2.9252,Commercial,
22049,2022,06-12-2023,Barkhamsted,72 RATLUM RD,116740,226000,0.5165,Residential,Single Family
220160,2022,09/20/2023,Brooklyn,PARADISE DR,1700,19950,0.0852,Vacant Land,
2200285,2022,09-11-2023,Bloomfield,15 WOODLAND AVE UNIT E,80220,170000,0.4719,Residential,Condo
220070,2022,11-01-2022,Branford,27 GRIFFING POND RD,253600,469000,0.5407,Residential,Single Family
2222027,2022,10/31/2022,Ansonia,2 LOCKE ST,191870,400000,0.4797,Residential,Two Family
220259,2022,01/23/2023,Greenwich,269 RIVERSVILLE ROAD,2289000,5260000,0.4351,Residential,Single Family
220421,2022,03-08-2023,Milford,25 BELFAST ST,290800,460000,0.6321,Residential,Single Family
220083,2022,11-02-2022,Hartford,15 TOWNLEY ST,53962,325000,0.166,Residential,Three Family
2200486,2022,09/18/2023,New Milford,335 W MEETINGHSE RD,474230,1020000,0.4649,Residential,Single Family
22158,2022,06-06-2023,Monroe,22 PRESTIGE PLACE,79700,544900,0.1462,Residential,Condo
220948,2022,09/15/2023,New Haven,133 CLAY ST,266210,630000,0.4225,Apartments,
22032,2022,03-06-2023,Ashford,373 SQUAW HOLLOW RD,187670,292000,0.6427,Residential,Single Family
220264,2022,07-12-2023,Madison,316 COPSE RD,307400,305000,1.0078,Residential,Single Family
220147,2022,05-10-2023,East Hampton,85 NORTH MAIN ST UNIT 6A,93730,205000,0.4572,Residential,Condo
220302,2022,03/22/2023,Enfield,723 ENFIELD ST,550600,350000,1.5731,Commercial,
220528,2022,04-03-2023,Hartford,34 HARPER ST,39580,145500,0.272,Residential,Single Family
220712,2022,02/27/2023,Bridgeport,156 ROBERT ST,132755,240500,0.5519,Residential,Single Family
220859,2022,08/18/2023,New Haven,144 LLOYD ST,129570,265000,0.4889,Residential,Two Family
221924,2022,05/24/2023,Bridgeport,2625 PARK AVE UNIT #5R,59050,90000,0.6561,Residential,Condo
220514,2022,07-11-2023,Enfield,111 MIDDLE RD,202100,352000,0.5741,Residential,Single Family
22274,2022,08/21/2023,Darien,67 SALEM STRAIGHTS,3455670,7200000,0.4799,Residential,Single Family
220493,2022,06/30/2023,Enfield,29 ARBOR RD,143700,310000,0.4635,Residential,Single Family
223288,2022,05-08-2023,Newington,6 PATRIOT LN,194210,383000,0.507,Residential,Single Family
220472,2022,04/27/2023,Greenwich,221 BYRAM ROAD,311430,375000,0.8304,Residential,Single Family
220301,2022,09/14/2023,Griswold,1588-1590 VOLUNTOWN RD,181720,350000,0.5192,Residential,Single Family
220032,2022,12/13/2022,Hebron,976 CHURCH ST,276780,595000,0.4651,Residential,Single Family
220257,2022,07/13/2023,New Canaan,64 HEMLOCK HILL RD,1944250,3100000,0.6271,Residential,Single Family
22245,2022,09/22/2023,Derby,20 SMITH ST,109410,375000,0.2917,Residential,Two Family
